Feature,Importance
numeric__Issuer_Out_of_Network_Claim_Ratio_Raw,0.008793370095407113
numeric__Issuer_Overall_Denial_Rate_Raw,0.008712819932893027
numeric__Denied_Claims_Per_Enrollee_Missing_Flag,0.008283757469917696
numeric__Issuer_Total_Claims,0.008241688725378529
numeric__Issuer_Claims_Received_In_Network,0.008043236498871424
numeric__Total_External_Appeals,0.007982509847400288
numeric__Plan_Out_of_Network_Denial_Rate_Missing_Flag,0.007967333893646492
numeric__Issuer_In_Network_Denial_Rate_Raw,0.007789362195825661
numeric__Issuer_In_Network_Resubmission_Rate_Raw,0.007517743451061018
numeric__Issuer_Overall_Resubmission_Rate_Raw,0.007457516656214317
numeric__Important_Missing_Rate,0.007231939534098634
numeric__Issuer_In_Network_Resubmission_Rate,0.007153641004372237
numeric__Issuer_External_Appeals_Filed,0.0071457692674440024
numeric__Total_Internal_Appeals,0.007127553444576895
numeric__Appeal_Data_Missing_Count,0.00694326616318627
numeric__Plan_In_Network_Denial_Rate_Missing_Flag,0.006831090594495392
numeric__Plan_to_Issuer_Claim_Volume_Ratio,0.006460087113222035
numeric__Total_Important_Missing_Count,0.006341245987233722
numeric__Member_Not_Covered_Denial_Rate_Missing_Flag,0.006318776459318861
numeric__Plan_Overall_Resubmission_Rate_Missing_Flag,0.006232477114893475
numeric__Plan_Out_of_Network_Resubmission_Rate_Missing_Flag,0.006166422725305348
numeric__Claims_Per_Enrollee_Missing_Flag,0.006012625043692598
numeric__External_Appeal_Overturn_Rate,0.005773061933667253
numeric__Plan_Total_Claims,0.0057046058007236096
numeric__Plan_to_Issuer_Denied_Claim_Ratio_Raw,0.005578845092676381
numeric__Issuer_Out_of_Network_Denial_Rate_Raw,0.005526580707290859
numeric__Services_Excluded_Denial_Rate_Missing_Flag,0.005317077013155968
numeric__Issuer_Out_of_Network_Denial_Rate,0.005270515055884139
numeric__External_Appeal_Overturn_Rate_Raw,0.0052691288808645945
categorical__Is_Issuer_New_to_Exchange?(Yes_or_No)_Yes,0.0050455517851432895
numeric__Plan_to_Issuer_Claim_Volume_Ratio_Raw,0.004972991268692406
numeric__Administrative_Denial_Rate_Missing_Flag,0.004960360829992999
numeric__Plan_Number_Claims_Denied_In_Network,0.004910489366007264
numeric__Plan_Number_Claims_Received_Out_of_Network,0.0048557617792542385
numeric__Issuer_In_Network_Resubmission_Rate_Missing_Flag,0.004834931474846214
numeric__Plan_Total_Denied_Claims,0.004556373750701872
numeric__Internal_Appeal_Overturn_Rate_Raw,0.004535820714557311
numeric__Resubmitted_Claims_Per_Enrollee_Missing_Flag,0.004502893234413111
numeric__Plan_Number_Claims_Denied_Services_Excluded,0.004446682259255365
numeric__Plan_Received_Minus_Denied,0.00423529903940939
numeric__Issuer_Percent_Internal_Appeals_Overturned,0.004229021001357403
numeric__Plan_to_Issuer_Denied_Claim_Ratio,0.00414990092816187
numeric__Referral_Required_Denial_Rate_Missing_Flag,0.004022227353995441
numeric__Plan_In_Network_Resubmission_Rate_Missing_Flag,0.00402128634771063
numeric__Disenrollment_Rate_Missing_Flag,0.003929604230956601
numeric__Issuer_Claims_Missing_Count,0.0038741780816257563
numeric__Administrative_Denial_Count,0.00384791284338103
numeric__Issuer_Out_of_Network_Denial_Rate_Missing_Flag,0.0037035260410901564
numeric__Plan_In_Network_Claim_Ratio,0.0036880401656991285
numeric__Plan_Number_Claims_Denied_Due_To_Administrative_Reason,0.003661339205910923
numeric__Medical_Necessity_Denial_Rate_Raw,0.0036581114261488557
numeric__Issuer_Percent_External_Appeals_Overturned,0.00362347582911322
numeric__Plan_Out_of_Network_Claim_Ratio,0.003616388266767352
numeric__Administrative_Denial_Rate,0.0035834249239458165
numeric__Other_Denial_Rate_Missing_Flag,0.0035289516194649756
categorical__Is_Issuer_New_to_Exchange?(Yes_or_No)_No,0.0035094439390782857
numeric__Referral_Required_Denial_Rate,0.003506352047498841
numeric__Issuer_Overall_Resubmission_Rate_Missing_Flag,0.003438326238911864
numeric__Plan_Received_Minus_Resubmitted,0.0034123390704078765
numeric__Issuer_Number_External_Appeals_Overturned,0.0033760229323012607
numeric__Administrative_Denial_Rate_Raw,0.003355812879646698
numeric__Internal_Appeal_Overturn_Rate,0.003327182884339204
numeric__Plan_Out_of_Network_Claim_Ratio_Raw,0.0033148093794291185
categorical__State_WI,0.003235621612531988
numeric__Plan_In_Network_Claim_Ratio_Raw,0.003203026540173682
numeric__Plan_Overall_Resubmission_Rate_Raw,0.00318032660710305
numeric__Medical_Necessity_Denial_Count,0.003149022132463202
numeric__Plan_Claims_Missing_Count,0.003103029099277327
numeric__Plan_Overall_Resubmission_Rate,0.0030975716451611783
numeric__Plan_Number_Claims_Resubmitted_In_Network,0.003080110815707805
numeric__Medical_Necessity_Denial_Rate,0.003010753554128156
numeric__Overall_Appeal_Overturn_Rate,0.0029906527050425837
numeric__Overall_Appeal_Overturn_Rate_Missing_Flag,0.0029120645512596814
numeric__Issuer_Out_of_Network_Resubmission_Rate_Missing_Flag,0.0028805509871636273
numeric__Out_of_Network_Denial_Rate_Missing_Flag,0.002873088579333927
numeric__Services_Excluded_Denial_Count,0.0028429566504143237
numeric__Plan_In_Network_Denial_Rate,0.0028420032110929227
numeric__Plan_Number_Claims_Denied_Due_To_Member_Not_Covered,0.0028057620317544305
numeric__Referral_Required_Denial_Rate_Raw,0.0028001138999324392
numeric__Plan_Number_Claims_Denied_Not_Medically_Necessary_Excluding_Behavioral_Health,0.0027170863930133004
numeric__Medical_Necessity_Denial_Rate_Missing_Flag,0.002712185756268546
numeric__Overall_Appeal_Overturn_Rate_Raw,0.0027016036300043953
numeric__Issuer_In_Network_Claim_Ratio_Missing_Flag,0.002677116313460884
numeric__Plan_Number_Claims_Denied_Out_of_Network,0.0026423936615050216
numeric__Plan_Number_Claims_Denied_Referral_Required,0.002616282672805487
numeric__Investigational_Experimental_Cosmetic_Denial_Rate_Missing_Flag,0.002613456845933041
numeric__Plan_In_Network_Denial_Rate_Raw,0.0025444417795980256
numeric__Plan_Number_Claims_Received_In_Network,0.002518920176272458
numeric__Plan_Number_Claims_Resubmitted_Out_of_Network,0.0024628690346176676
numeric__Issuer_In_Network_Denial_Rate_Missing_Flag,0.0024339426101016564
numeric__Referral_Required_Denial_Count,0.0023912304244853664
numeric__Services_Excluded_Denial_Rate,0.0023847301626196402
numeric__Issuer_Out_of_Network_Claim_Ratio_Missing_Flag,0.0023768576084987163
numeric__Average Monthly Enrollment,0.0021686326813123553
numeric__Issuer_Overall_Denial_Rate_Missing_Flag,0.002107871972216614
numeric__Member_Not_Covered_Denial_Count,0.0020983319734049393
numeric__Behavioral_Health_Medical_Necessity_Denial_Rate_Raw,0.0020675483845322188
numeric__Other_Denial_Count,0.0020117398958379
categorical__Financial_Information_Missing URL,0.0019982075478994677
numeric__Behavioral_Health_Medical_Necessity_Denial_Rate,0.0019864617126293914
numeric__Plan_Total_Resubmitted_Claims,0.0019477155316088835
numeric__Plan_Overall_Denial_Rate,0.0019297173296172192
numeric__Total_Appeal_to_Denial_Rate_Missing_Flag,0.001914416203758255
numeric__Plan_In_Network_Resubmission_Rate_Raw,0.0018990090416479972
numeric__Behavioral_Health_Medical_Necessity_Denial_Count,0.0018554445408251275
numeric__Services_Excluded_Denial_Rate_Raw,0.0018400877756942547
numeric__Plan_Number_Claims_Denied_Other,0.0018359426144359133
numeric__Plan_In_Network_Resubmission_Rate,0.0018166383773960634
numeric__Plan_Overall_Denial_Rate_Raw,0.0017541319438688164
numeric__Internal_Appeal_Overturn_Rate_Missing_Flag,0.001747020046355627
numeric__Plan_Number_Claims_Denied_Due_To_Out_Of_Network,0.0016751053581106983
categorical__State_NE,0.00162236893142422
categorical__State_TX,0.0016215850127581524
numeric__Out_of_Network_Denial_Rate,0.0016063880753282524
numeric__Out_of_Network_Denial_Rate_Raw,0.0016031851234344424
numeric__Member_Not_Covered_Denial_Rate,0.0015985296269653364
numeric__Benefit_Limit_Denial_Rate_Missing_Flag,0.001584963843605778
numeric__Denied_Claims_Per_Enrollee_Raw,0.0015827090266851297
numeric__Benefit_Limit_Denial_Rate,0.0015518511937406736
numeric__Plan_Number_Claims_Denied_Not_Medically_Necessary_Behavioral_Health_Only,0.0014562831099539343
numeric__Plan_Number_Claims_Denied_Due_To_Enrolle_Benefit_Limit_Reached,0.0014115530700292128
numeric__Benefit_Limit_Denial_Rate_Raw,0.0013805764190511242
numeric__Resubmitted_Claims_Per_Enrollee,0.0013385512366362146
numeric__Internal_Appeal_to_Denial_Rate_Missing_Flag,0.001332281569868641
numeric__Claims_Per_Enrollee,0.0013166435555346308
categorical__Exchange_Type_FFE,0.0012981376510154687
numeric__Resubmitted_Claims_Per_Enrollee_Raw,0.0012962946263359236
numeric__Plan_Out_of_Network_Denial_Rate_Raw,0.0012961344262888942
numeric__Member_Not_Covered_Denial_Rate_Raw,0.0012566418494919624
numeric__Plan_Number_Claims_Denied_Due_To_Investigational_Experimental_Cosmetic_Proceduce,0.001225770988877791
numeric__Claims_Per_Enrollee_Raw,0.0012242693204548081
categorical__State_OK,0.0011982678654258998
numeric__Plan_Out_of_Network_Resubmission_Rate,0.0011958188052310576
numeric__Denied_Claims_Per_Enrollee,0.0011485655282758654
numeric__Benefit_Limit_Denial_Count,0.0011264939911763995
numeric__Plan_Out_of_Network_Denial_Rate,0.0011261768315457815
numeric__Issuer_Percent_External_Appeals_Overturned_suppressed,0.001113482236593181
numeric__Plan_to_Issuer_Claim_Volume_Ratio_Missing_Flag,0.0011091489469490414
numeric__Investigational_Experimental_Cosmetic_Denial_Rate_Raw,0.001016092650874679
numeric__Investigational_Experimental_Cosmetic_Denial_Rate,0.0009668692047288774
numeric__Out_of_Network_Denial_Count,0.0009190798104590519
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12459&:refresh,0.00089690913234562
categorical__Exchange_Type_SPE,0.0008930058325045859
categorical__SADP_Only_No,0.0008824691446930359
categorical__State_IA,0.00082623730762548
numeric__Plan_Out_of_Network_Resubmission_Rate_Raw,0.0008120261613283334
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16272&:refresh,0.0008101313780953906
numeric__External_Appeal_Overturn_Rate_Missing_Flag,0.000804172160855325
numeric__Issuer_Number_Internal_Appeals_Overturned_suppressed,0.0007962358304385746
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=38520&:refresh,0.0007422487418211869
numeric__Issuer_Number_External_Appeals_Overturned_suppressed,0.0007295866239968667
numeric__External_Appeal_to_Denial_Rate_Missing_Flag,0.0007042814399862274
numeric__Investigational_Experimental_Cosmetic_Denial_Count,0.0006870265114921848
categorical__source_sheet_Ind_SADP,0.0005990988319839942
categorical__State_TN,0.000574858526567517
categorical__QHP or SADP?_SADP,0.0005744049325809444
numeric__Disenrollment_Rate,0.0005492946200086234
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15941&:refresh,0.0005296624123529864
categorical__SADP_Only_Yes,0.0005066942596235453
categorical__Metal_Level_Low,0.0005066400296411101
categorical__Plan_Type_HMO,0.0005065407567221485
categorical__State_FL,0.0005060235854689209
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=28207&:refresh,0.0005040641785593697
numeric__Behavioral_Health_Medical_Necessity_Denial_Rate_Missing_Flag,0.00048135626943585845
categorical__State_AR,0.000463494330988481
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=11691&:refresh,0.00045303538591594445
categorical__State_LA,0.0004454264332605155
numeric__Issuer_Percent_Internal_Appeals_Overturned_suppressed,0.000443262008057243
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15777&:refresh,0.00044217742667786034
numeric__Issuer_External_Appeals_Filed_suppressed,0.0004328355529451924
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=77780&:refresh,0.000424985571709502
numeric__Average Monthly Disenrollment,0.00040215053705898056
categorical__State_SC,0.00039729763831326825
categorical__Plan_Type_EPO,0.00038810865422098757
categorical__State_ND,0.00038717085351425043
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96881&:refresh,0.0003863697568049674
categorical__Plan_Type_PPO,0.00038184884926239376
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=44547&:refresh,0.00037802592212170185
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95643&:refresh,0.00035985113554156474
categorical__State_NH,0.0003465652451246869
categorical__State_UT,0.00032888111545256043
numeric__Disenrollment_Rate_Raw,0.0003201730618828067
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95153&:refresh,0.0003196290502018278
numeric__Issuer_Claims_Resubmitted_In_Network_suppressed,0.00031768155157813635
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95527&:refresh,0.0002998085697767343
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95232&:refresh,0.00029429603875567384
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96156&:refresh,0.00028960400615289915
categorical__Exchange_Type_SBE-FP,0.0002890272322217347
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95610&:refresh,0.0002813374706739912
categorical__source_sheet_Ind_QHP,0.00026531600437367485
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95311&:refresh,0.0002639330023132483
numeric__Plan_Number_Claims_Denied_Out_of_Network_suppressed,0.0002551558529818863
numeric__Issuer_Internal_Appeals_Filed_suppressed,0.0002479397842340978
numeric__Plan_Number_Claims_Denied_Other_suppressed,0.00024676693879344434
numeric__Plan_Number_Claims_Resubmitted_Out_of_Network_suppressed,0.00023678212565757964
categorical__State_IN,0.00022960079877455816
numeric__Plan_Number_Claims_Denied_Not_Medically_Necessary_Excluding_Behavioral_Health_suppressed,0.00022101910197818366
numeric__Plan_Number_Claims_Denied_Due_To_Enrolle_Benefit_Limit_Reached_suppressed,0.0002181487276185642
categorical__Plan_Type_POS,0.0002090545941204309
numeric__Plan_Number_Claims_Denied_Referral_Required_suppressed,0.00019999104067031404
categorical__Metal_Level_Gold,0.00019359742675044203
numeric__Plan_Number_Claims_Denied_Due_To_Administrative_Reason_suppressed,0.00019345410035455867
numeric__Plan_Number_Claims_Denied_Due_To_Investigational_Experimental_Cosmetic_Proceduce_suppressed,0.00018696730311174183
numeric__Plan_Number_Claims_Denied_Services_Excluded_suppressed,0.0001851827537335547
categorical__Financial_Information_https://content.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16740&:refresh,0.00018306317340880676
numeric__Plan_Number_Claims_Denied_Due_To_Out_Of_Network_suppressed,0.00018051124437028836
numeric__Plan_Number_Claims_Denied_Due_To_Member_Not_Covered_suppressed,0.00016451446678634706
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=79413&:refresh,0.0001606715103070776
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=64246&:refresh,0.00015931755424706406
categorical__QHP or SADP?_QHP,0.0001579168075886972
categorical__State_MI,0.00015418421833187656
numeric__Issuer_Claims_Denied_In_Network_suppressed,0.00015245451381955608
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16751&:refresh,0.00014761573202917214
categorical__Metal_Level_Bronze,0.00013965170928616387
numeric__Plan_Number_Claims_Received_Out_of_Network_suppressed,0.00013892692495307067
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95657&:refresh,0.0001333725792633629
categorical__Metal_Level_Silver,0.00013046964518436633
numeric__Issuer_Claims_Received_Out_of_Network_suppressed,0.0001299016261283063
categorical__State_OH,0.00012740484258831774
numeric__Issuer_Out_of_Network_Denial_Rate_Invalid_Flag,0.00012693199563592754
categorical__Metal_Level_High,0.00012449059040228397
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95737&:refresh,0.00012322372578931767
numeric__Plan_Number_Claims_Resubmitted_In_Network_suppressed,0.00012257628433440693
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14154&:refresh,0.00012142501919957228
categorical__State_SD,0.00012014767575068845
categorical__State_AZ,0.0001179976104027661
categorical__State_KS,0.00011578392032166915
numeric__Issuer_Claims_Resubmitted_Out_of_Network_suppressed,0.00011298828070924714
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54631&:refresh,0.00011150441416590068
categorical__State_OR,0.00011124239565028219
categorical__State_NC,0.0001042540501218796
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95828&:refresh,0.00010341238137478297
numeric__Issuer_Claims_Denied_Out_of_Network_suppressed,0.0001028659940087347
categorical__source_sheet_SHOP,0.00010129455313505993
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95264&:refresh,9.145062746746899e-05
categorical__Metal_Level_Platinum,9.10633958189563e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95383&:refresh,9.057654093481682e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=55891&:refresh,8.950719773477062e-05
numeric__Plan_Number_Claims_Denied_Not_Medically_Necessary_Behavioral_Health_Only_suppressed,8.918358789819278e-05
categorical__Metal_Level_Catastrophic,8.773402332907264e-05
categorical__Financial_Information_https://content.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95657&:refresh,8.702723980222051e-05
numeric__Plan_to_Issuer_Denied_Claim_Ratio_Missing_Flag,8.546968269872187e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=92525&:refresh,8.134522964060029e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95839&:refresh,8.120559906737548e-05
numeric__Plan_Number_Claims_Received_In_Network_suppressed,8.117412063247092e-05
categorical__State_MO,7.932821787086422e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=60040&:refresh,7.868997562950257e-05
numeric__Issuer_Claims_Received_In_Network_suppressed,7.718593491737002e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=90638&:refresh,7.610781744278652e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95647&:refresh,7.516314563777774e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95448&:refresh,7.510864908571424e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95683&:refresh,7.391469239212897e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15061&:refresh,7.099260994523394e-05
categorical__Individual/SHOP_Individual,7.047997429987774e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=55034&:refresh,6.500953110722206e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95716&:refresh,6.085534132223421e-05
categorical__State_MT,6.055443772100872e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=80799&:refresh,6.0359965127833835e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53759&:refresh,5.84132407526544e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95442&:refresh,5.740996874016893e-05
categorical__State_AL,5.717254485079426e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53589&:refresh,4.981083602314955e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95089&:refresh,4.788534046631153e-05
numeric__Plan_Number_Claims_Denied_In_Network_suppressed,4.5816088069265324e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=47171&:refresh,4.146663166284206e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16474&:refresh,3.9891162456566044e-05
numeric__Other_Denial_Rate_Invalid_Flag,3.9369537547658264e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=12195&:refresh,3.883170747231704e-05
categorical__State_MS,3.783674947033955e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=11143&:refresh,3.734387345393176e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95467&:refresh,3.7092253986889236e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95561&:refresh,3.69816372117455e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16539&:refresh,3.418302085440198e-05
categorical__Individual/SHOP_SHOP,3.3554681251170436e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=10649&:refresh,3.315800489924832e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95796&:refresh,3.280022636102211e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14217&:refresh,3.0173150668667837e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95710&:refresh,2.835749944392838e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=54976&:refresh,2.8351375038890707e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=14378&:refresh,2.8285521062266408e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16852&:refresh,2.780654425129978e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=96903&:refresh,2.7154843401253914e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15926&:refresh,2.7013259470056478e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=11518&:refresh,2.463674165956448e-05
categorical__State_DE,2.4506323249766586e-05
categorical__State_HI,2.3768517285682547e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95502&:refresh,2.3449394374296734e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=53767&:refresh,2.294156321191597e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16635&:refresh,2.186901428611876e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=60128&:refresh,2.1591529478713702e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=17293&:refresh,2.0886942455546523e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=16395&:refresh,2.0231902748135624e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=49948&:refresh,1.8955723379548394e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=95303&:refresh,1.7142462417048452e-05
categorical__Financial_Information_https://www.naic.org/cis_refined_results.htm?TABLEAU=CIS_FINANCIAL&COCODE=15762&:refresh,1.689639421520963e-05
numeric__Administrative_Denial_Rate_Invalid_Flag,1.5810110618108585e-05
